Speaker_1	Speaker_2	Personality	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	Sentiment_1	Sentiment_2	Sentiment_3
Phoebe	The Dry Cleaner	[0.6, 0.48, 0.31, 0.46, 0.56]	Well, what did he do?	He went out with my wife!	Joey!	surprise	anger	surprise	positive	negative	positive
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	No, I m afraid I won t be able to make love as well as him.	Yeah, I was going for the metaphor.	Yes, and I was saying the actual words.	anger	neutral	neutral	negative	neutral	neutral
Chandler	Monica	[0.648, 0.375, 0.386, 0.58, 0.477]	Yes, and I was saying the actual words.	So big deal, so Joey s had a lot of girlfriends, it doesn t mean he s great in bed.	We share a wall! So either he s great in bed, or she just likes to agree with him a lot.	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Chandler	[0.713, 0.457, 0.457, 0.66, 0.511]	So big deal, so Joey s had a lot of girlfriends, it doesn t mean he s great in bed.	We share a wall! So either he s great in bed, or she just likes to agree with him a lot.	Sweetie, with you it s gonna be different. The sex is gonna be great,  cause you-you guys are in love.	neutral	neutral	joy	neutral	neutral	positive
Chandler	Monica	[0.648, 0.375, 0.386, 0.58, 0.477]	We share a wall! So either he s great in bed, or she just likes to agree with him a lot.	Sweetie, with you it s gonna be different. The sex is gonna be great,  cause you-you guys are in love.	Yeah?	neutral	joy	surprise	neutral	positive	positive
Phoebe	David	[0.6, 0.48, 0.31, 0.46, 0.56]	Are you sure? I ll bet there s another flight to Minsk in like	July. Umm,	That s really beautiful. What does it mean?	neutral	neutral	joy	neutral	neutral	positive
Phoebe	David	[0.6, 0.48, 0.31, 0.46, 0.56]	That s really beautiful. What does it mean?	Please, clean my beakers. I don t get out of the lab much.	That s good. I got to admit, I thought it was something else.	joy	neutral	joy	positive	neutral	positive
Phoebe	David	[0.6, 0.48, 0.31, 0.46, 0.56]	That s good. I got to admit, I thought it was something else.	Yeah, I  Well I really actually wanted to say umm, that, but um, I figured I probably shouldn t because y know, I have to leave.	You re right! You re right. Don t say it.	joy	neutral	sadness	positive	neutral	negative
Phoebe	David	[0.6, 0.48, 0.31, 0.46, 0.56]	You re right! You re right. Don t say it.	I-I do though.	I do too.	sadness	sadness	sadness	negative	negative	negative
Phoebe	David	[0.6, 0.48, 0.31, 0.46, 0.56]	I do too.	Bye Phoebe.	Okay, now s not the time Joey. All right? You can yell at me tomorrow.	sadness	neutral	sadness	negative	neutral	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Ohhh!	Why are we in bed together?	I don t know. Do-do you have any clothes on?	surprise	surprise	neutral	positive	positive	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Why are we in bed together?	I don t know. Do-do you have any clothes on?	Yeah.	surprise	neutral	neutral	positive	neutral	neutral
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	I don t know. Do-do you have any clothes on?	Yeah.	Really?!	neutral	neutral	surprise	neutral	neutral	positive
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Yeah.	Really?!	No!	neutral	surprise	neutral	neutral	positive	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	I mean, I don t remember much about last night, it was such a blur.	Oh! I remember laughing! I laughed a lot.	And we didn t have sex.	neutral	joy	neutral	neutral	positive	neutral
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh! I remember laughing! I laughed a lot.	And we didn t have sex.	Ohh, I mean, we were really drunk. I m just glad we didn t do anything stupid.	joy	neutral	neutral	positive	neutral	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	And we didn t have sex.	Ohh, I mean, we were really drunk. I m just glad we didn t do anything stupid.	Tell me about it.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing.	Y know what? It	Sorry.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	What am I making him by the way?	Well, you re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.	I thought I was making him filet mignon?	neutral	neutral	surprise	neutral	neutral	positive
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Well, you re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.	I thought I was making him filet mignon?	Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.	neutral	surprise	neutral	neutral	positive	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Check it out. Okay, I can play this when the guests are coming in. Okay.	Phoebe!	If you would ve let me finish, it goes on to say that he s probably not gay.	neutral	joy	neutral	neutral	positive	neutral
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Y know, I wish I could get him to open up a little bit, share some feelings.	That s easy! You just have to think of him as a-as a jar of pickles that won t open.	So what are you saying.  I should run him under hot water and bang his head against a table?	sadness	neutral	surprise	negative	neutral	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	That s easy! You just have to think of him as a-as a jar of pickles that won t open.	So what are you saying.  I should run him under hot water and bang his head against a table?	No that s what you do when you want to get the truth out of someone.	neutral	surprise	neutral	neutral	positive	neutral
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Monica, number one, I don t think Ben understands the concept of bribery, and number two, I...   What?!	You said number two.	I also said number one.	surprise	neutral	neutral	positive	neutral	neutral
Rachel	Gunther	[0.635, 0.354, 0.521, 0.552, 0.469]	Can t I just look at the handles on them?	You would think.	Okay, fine.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Gunther	[0.635, 0.354, 0.521, 0.552, 0.469]	I m gonna give you my weeks notice.	What?!	Gunther, I quit.	sadness	surprise	sadness	negative	positive	negative
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Ohh, I mean it s just so realistic!	I know.  Yeah, his name is Pat.	Pat the dog. Oh! Oh! I get it!!	joy	neutral	joy	positive	neutral	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	I know.  Yeah, his name is Pat.	Pat the dog. Oh! Oh! I get it!!	Do you uh, do you ready for a refill?	neutral	joy	neutral	neutral	positive	neutral
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Pat the dog. Oh! Oh! I get it!!	Do you uh, do you ready for a refill?	Oh, I probably shouldn t so I will!  Oh! Wow! It s like it s raining!	joy	neutral	surprise	positive	neutral	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Do you uh, do you ready for a refill?	Oh, I probably shouldn t so I will!  Oh! Wow! It s like it s raining!	Pretty cool, huh?	neutral	surprise	joy	neutral	positive	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	But if you re thinking you can put a fish in there and it wouldn t get sucked up into the mechanism, well you d be wrong.	Umm, can I use your bathroom?	It s uh, right through there.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Umm, can I use your bathroom?	It s uh, right through there.	Okay.  God y know, if someone told me a week ago that I would be peeing in Joey Tribbiani s apartment	neutral	neutral	joy	neutral	neutral	positive
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	It s uh, right through there.	Okay.  God y know, if someone told me a week ago that I would be peeing in Joey Tribbiani s apartment	Yeah, life s pretty great isn t it?	neutral	joy	joy	neutral	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	But in very different ways.	Hey!	Hey!	neutral	surprise	surprise	neutral	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	If they can t find a home for her, they kill her! And I m not gonna let that happen to little Yasmine!	Okay, good, good, good,  cause, good,  cause I was kinda having second thoughts too.	Okay. And it s not just chicks y'know? It s all kinds of other animals!	anger	fear	disgust	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Okay, good, good, good,  cause, good,  cause I was kinda having second thoughts too.	Okay. And it s not just chicks y'know? It s all kinds of other animals!	That s horrible! Well, you did the right thing man.	fear	disgust	disgust	negative	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Okay. And it s not just chicks y'know? It s all kinds of other animals!	That s horrible! Well, you did the right thing man.	Thanks, I m glad you see it that way.	disgust	disgust	joy	negative	negative	positive
Rachel	Chandler	[0.635, 0.354, 0.521, 0.552, 0.469]	So Chandler, have you heard about Monica's secret boyfriend?	Uhh, yeah. She uh, she uh, she uh might've mentioned him.	So Mon, when are we gonna meet this new secret waiter man?	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Rachel	[0.648, 0.375, 0.386, 0.58, 0.477]	Yeah, I don't think he's up to meeting everyone yet.	I don t care! I wanna meet this guy who's the best sex she ever had!	Really?! That's what you heard?  You said that?	neutral	joy	surprise	neutral	positive	positive
Chandler	Monica	[0.648, 0.375, 0.386, 0.58, 0.477]	Really?! That's what you heard?  You said that?	I might've said that.  Why is that funny?	Because I'm very happy for him!  And	surprise	neutral	joy	positive	neutral	positive
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!	Fish!	It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.	disgust	surprise	neutral	negative	positive	neutral
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Fish!	It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.	Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here	surprise	neutral	sadness	positive	neutral	negative
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.	Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here	Oh, it's so much more fun with you.	neutral	sadness	joy	neutral	negative	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here	Oh, it's so much more fun with you.	We did have fun, didn't we?	sadness	joy	joy	negative	positive	positive
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh, it's so much more fun with you.	We did have fun, didn't we?	We did!	joy	joy	joy	positive	positive	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	We did have fun, didn't we?	We did!	Oh, anyway, they say, if we want, we can see it tonight.	joy	joy	neutral	positive	positive	neutral
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	We did!	Oh, anyway, they say, if we want, we can see it tonight.	Oh, I would love to!	joy	neutral	joy	positive	neutral	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Oh, anyway, they say, if we want, we can see it tonight.	Oh, I would love to!	Yay, okay!	neutral	joy	joy	neutral	positive	positive
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh, I would love to!	Yay, okay!	Good, good, good, good, good.	joy	joy	joy	positive	positive	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Yay, okay!	Good, good, good, good, good.	Great, all right, okay, and Monica ask me to make the drumming stop.	joy	joy	neutral	positive	positive	neutral
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Good, good, good, good, good.	Great, all right, okay, and Monica ask me to make the drumming stop.	Um...  Done!	joy	neutral	neutral	positive	neutral	neutral
Ross	Tommy	[0.722, 0.489, 0.6, 0.533, 0.356]	Okay, it s coffee.	Ice coffee? Tell me it s ice coffee!	It s-it s hot	neutral	surprise	neutral	neutral	positive	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	What s your favourite thing about summertime?	Umm, going to the beach. When it stays light real late.	Yeah	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Tommy	[0.635, 0.354, 0.521, 0.552, 0.469]	Yeah	Hey!	Tommyyyy! Say, what s your favourite thing about summer?	neutral	surprise	joy	neutral	positive	positive
Monica	Joey	[0.713, 0.457, 0.457, 0.66, 0.511]	Is it better than the other salmon mousse?	It's creamier.	Yeah, well, is that	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Monica	[0.574, 0.614, 0.297, 0.545, 0.455]	It's creamier.	Yeah, well, is that	I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?	neutral	neutral	disgust	neutral	neutral	negative
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	"""You are ideally suited for a career in data processing for a large multinational corporation."""	That's so great! 'Cause you already know how to do that!	Can you believe it? I mean, don't I seem like somebody who should be doing something really	anger	joy	anger	negative	positive	negative
Chandler	Woman	[0.648, 0.375, 0.386, 0.58, 0.477]	Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?	Someone was in the lady's room, I couldn t wait. I left the lid up for ya though.	Y'know what Gunther, go ah, go ahead, I m-I m talking to ah, .  This is the part where you say your name.	surprise	neutral	neutral	positive	neutral	neutral
Chandler	Woman	[0.648, 0.375, 0.386, 0.58, 0.477]	Y'know what Gunther, go ah, go ahead, I m-I m talking to ah, .  This is the part where you say your name.	Ginger.	Ginger. I m talking to Ginger, so....	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Ginger	[0.648, 0.375, 0.386, 0.58, 0.477]	Ginger. I m talking to Ginger, so....	Don t you have to use the bathroom?	Nope, nope, I d just ah, I d rather talk to you.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Cecilia	[0.574, 0.614, 0.297, 0.545, 0.455]	Oh anyway, I just wanted to say how wonderful I think you are.	You re not the fan who s dying are you?	No. No, I m Joey Tribbiani; we did a scene together yesterday. I-I m the guy in the coma!	joy	neutral	joy	positive	neutral	positive
Joey	Cecilia	[0.574, 0.614, 0.297, 0.545, 0.455]	No. No, I m Joey Tribbiani; we did a scene together yesterday. I-I m the guy in the coma!	Oh that was a real person?!	An-an-anyway I-I just wanted to say that since I m getting your brain when you leave the show, I was wondering if there was any tips you can give me	joy	surprise	neutral	positive	positive	neutral
Joey	Cecilia	[0.574, 0.614, 0.297, 0.545, 0.455]	An-an-anyway I-I just wanted to say that since I m getting your brain when you leave the show, I was wondering if there was any tips you can give me	I-I-I m leaving the show?	I don t know. Why? Did you hear something?	neutral	surprise	neutral	neutral	positive	neutral
Joey	Cecilia	[0.574, 0.614, 0.297, 0.545, 0.455]	I don t know. Why? Did you hear something?	Who told you that?	Oh uh, one of the writers.	neutral	surprise	sadness	neutral	positive	negative
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Listen uh, not that I m y know insecure about my manhood or anything y know, but I think I need to hook up with a woman like right now.	Yeah, I understand.	Yeah! Okay!  Hey! Hi!	neutral	neutral	joy	neutral	neutral	positive
